batsman,bowler,inning,batsman_runs,is_wicket
AD Russell,TG Southee,22,48,1
AB de Villiers,S Kaul,21,48,1
KL Rahul,DW Steyn,19,48,0
BCJ Cutting,SR Watson,18,48,1
SS Iyer,RA Jadeja,83,47,2
G Gambhir,MG Johnson,67,47,3
S Dhawan,DL Chahar,66,47,1
F du Plessis,B Kumar,62,47,2
JC Buttler,SP Narine,62,47,1
MS Dhoni,Harbhajan Singh,62,47,1
AC Gilchrist,JA Morkel,61,47,3
Yuvraj Singh,SK Trivedi,61,47,2
SK Raina,Shakib Al Hasan,59,47,2
MK Tiwary,A Mishra,58,47,0
MK Pandey,R Tewatia,55,47,0
YK Pathan,Harbhajan Singh,55,47,0
DA Warner,JA Morkel,53,47,1
G Gambhir,KV Sharma,52,47,2
SPD Smith,SP Narine,52,47,2
S Dhawan,M Prasidh Krishna,51,47,1
V Kohli,S Gopal,50,47,3
MS Dhoni,MM Sharma,45,47,1
KD Karthik,IK Pathan,43,47,2
KD Karthik,S Gopal,43,47,0
MS Dhoni,JH Kallis,43,47,1
DR Smith,Z Khan,42,47,0
V Sehwag,AD Mascarenhas,42,47,1
PP Shaw,PP Chawla,40,47,2
SA Yadav,DJ Bravo,38,47,1
JA Morkel,YK Pathan,36,47,1
DJ Hussey,IK Pathan,35,47,0
Ishan Kishan,Rashid Khan,35,47,1
AC Gilchrist,AB Agarkar,34,47,1
KL Rahul,A Mishra,34,47,0
S Dhawan,RJ Harris,34,47,0
MK Pandey,Imran Tahir,31,47,0
Q de Kock,D Wiese,27,47,0
AC Gilchrist,R Ashwin,85,46,2
SV Samson,JJ Bumrah,73,46,2
CH Gayle,JH Kallis,71,46,2
AJ Finch,Sandeep Sharma,70,46,1
JH Kallis,UT Yadav,70,46,2
DA Warner,DL Chahar,61,46,1
MEK Hussey,SK Trivedi,57,46,0
S Dhawan,SK Trivedi,57,46,1
WP Saha,YS Chahal,57,46,3
LRPL Taylor,Harbhajan Singh,56,46,1
SE Marsh,KA Pollard,56,46,0
MS Dhoni,M Kartik,55,46,0
R Dravid,R Vinay Kumar,55,46,0
SA Yadav,Imran Tahir,55,46,1
DPMD Jayawardene,L Balaji,54,46,1
S Dhawan,R Bhatia,54,46,2
PA Patel,SN Thakur,53,46,2
AB de Villiers,SP Narine,52,46,3
MS Dhoni,Kuldeep Yadav,50,46,2
SK Raina,Rashid Khan,49,46,3
SS Tiwary,A Mishra,49,46,1
KM Jadhav,A Mishra,47,46,0
DA Warner,VR Aaron,46,46,1
KD Karthik,A Nehra,46,46,4
DJ Bravo,R Vinay Kumar,45,46,2
Yuvraj Singh,Imran Tahir,45,46,1
Harbhajan Singh,DJ Bravo,44,46,4
V Kohli,R Sharma,44,46,1
DJ Bravo,SL Malinga,43,46,3
V Kohli,DL Chahar,43,46,1
AT Rayudu,AR Patel,41,46,1
BJ Hodge,DJ Bravo,41,46,0
LMP Simmons,AR Patel,41,46,0
CH Gayle,Shakib Al Hasan,40,46,1
SE Marsh,R Tewatia,40,46,1
KA Pollard,Imran Tahir,39,46,1
CA Lynn,DS Kulkarni,38,46,0
HH Gibbs,P Kumar,38,46,2
MS Dhoni,P Kumar,38,46,1
HH Pandya,PP Chawla,37,46,1
MS Dhoni,AB Agarkar,37,46,0
AD Russell,SR Watson,34,46,1
SC Ganguly,PP Chawla,34,46,1
KA Pollard,JD Unadkat,32,46,2
DA Miller,KA Pollard,31,46,1
KA Pollard,A Nehra,30,46,2
MK Pandey,MJ McClenaghan,26,46,0
AB de Villiers,A Ashish Reddy,24,46,0
AT Rayudu,SP Narine,87,45,2
JH Kallis,DJ Bravo,81,45,3
MK Pandey,KH Pandya,78,45,0
MA Agarwal,Sandeep Sharma,76,45,3
Yuvraj Singh,Harbhajan Singh,73,45,1
DJ Bravo,PP Chawla,72,45,2
JH Kallis,DL Vettori,72,45,3
SC Ganguly,YK Pathan,72,45,0
SV Samson,R Vinay Kumar,67,45,1
V Kohli,Shakib Al Hasan,65,45,1
DR Smith,SK Trivedi,63,45,0
Yuvraj Singh,R Ashwin,62,45,0
KP Pietersen,Harbhajan Singh,60,45,3
KD Karthik,PP Ojha,59,45,2
DR Smith,B Kumar,58,45,3
DA Miller,R Ashwin,54,45,1
KD Karthik,HH Pandya,53,45,0
PA Patel,JD Unadkat,53,45,3
AB de Villiers,JD Unadkat,52,45,0
V Kohli,P Negi,52,45,0
RG Sharma,SK Trivedi,51,45,6
RV Uthappa,SK Trivedi,51,45,0
SR Watson,A Kumble,51,45,0
SK Raina,R Bhatia,50,45,2
DA Warner,YK Pathan,48,45,0
LRPL Taylor,A Mishra,47,45,1
SR Watson,RJ Harris,47,45,0
CH Gayle,A Nehra,46,45,1
Ishan Kishan,Imran Tahir,46,45,5
RG Sharma,Kuldeep Yadav,46,45,0
RV Uthappa,M Morkel,46,45,1
KA Pollard,Z Khan,45,45,1
BJ Hodge,DW Steyn,44,45,1
JH Kallis,KA Pollard,43,45,0
AT Rayudu,JD Unadkat,42,45,0
KD Karthik,Yuvraj Singh,40,45,2
Mandeep Singh,R Vinay Kumar,40,45,3
CH Gayle,Imran Tahir,39,45,1
AC Gilchrist,DP Nannes,38,45,2
S Dhawan,SN Thakur,38,45,0
JM Bairstow,PP Chawla,36,45,1
CH Gayle,BA Stokes,29,45,1
SE Marsh,SK Raina,29,45,0
DA Miller,HV Patel,26,45,0
MM Ali,Kuldeep Yadav,16,45,1
SK Raina,DR Smith,16,45,0
SV Samson,Rashid Khan,85,44,1
AM Rahane,P Kumar,83,44,2
SS Iyer,R Ashwin,82,44,1
DPMD Jayawardene,PP Ojha,73,44,1
V Kohli,JD Unadkat,72,44,0
DPMD Jayawardene,AB Agarkar,69,44,1
PA Patel,PP Chawla,63,44,1
SC Ganguly,MM Patel,62,44,2
AT Rayudu,DJ Bravo,60,44,2
LRPL Taylor,M Kartik,60,44,0
MK Pandey,MM Sharma,60,44,0
SE Marsh,JA Morkel,60,44,0
G Gambhir,VR Aaron,58,44,1
MK Pandey,Sandeep Sharma,58,44,2
DR Smith,I Sharma,57,44,1
Ishan Kishan,Harbhajan Singh,55,44,1
BJ Hodge,PP Ojha,54,44,0
MS Dhoni,JC Archer,54,44,0
RV Uthappa,YS Chahal,53,44,3
V Kohli,Mustafizur Rahman,53,44,1
AT Rayudu,Z Khan,52,44,0
DA Warner,Z Khan,52,44,2
SE Marsh,DW Steyn,52,44,0
YK Pathan,RP Singh,50,44,1
SR Tendulkar,SK Warne,49,44,1
DR Smith,MM Sharma,48,44,1
RV Uthappa,M Ashwin,48,44,2
Yuvraj Singh,Mohammed Shami,48,44,0
JP Duminy,M Muralitharan,47,44,1
MS Dhoni,RP Singh,44,44,1
RR Pant,KH Pandya,44,44,3
RG Sharma,SN Thakur,43,44,0
V Kohli,Mohammed Shami,43,44,4
AD Russell,JJ Bumrah,41,44,3
S Dhawan,KV Sharma,41,44,0
SK Raina,KH Pandya,40,44,0
JC Buttler,AR Patel,39,44,0
KK Nair,S Kaul,38,44,1
BA Stokes,RA Jadeja,37,44,0
KA Pollard,Sandeep Sharma,37,44,1
KD Karthik,Sandeep Sharma,37,44,2
MS Dhoni,CH Gayle,35,44,0
MA Agarwal,Harbhajan Singh,34,44,2
MEK Hussey,A Mishra,34,44,1
SE Marsh,JP Faulkner,34,44,0
MS Dhoni,L Balaji,32,44,2
ML Hayden,RP Singh,31,44,0
MS Dhoni,DS Kulkarni,31,44,0
G Gambhir,HV Patel,29,44,0
RR Pant,S Kaul,29,44,0
Shakib Al Hasan,DJ Bravo,27,44,2
RG Sharma,CJ Anderson,22,44,2
M Vijay,Harbhajan Singh,92,43,3
G Gambhir,Sandeep Sharma,88,43,2
MK Pandey,YS Chahal,77,43,4
CH Gayle,CH Morris,66,43,3
M Vijay,SL Malinga,66,43,2
G Gambhir,MM Sharma,64,43,1
V Kohli,AJ Tye,63,43,0
KC Sangakkara,DL Vettori,62,43,1
AM Rahane,JJ Bumrah,61,43,0
RA Jadeja,SP Narine,61,43,1
PA Patel,Z Khan,60,43,0
S Dhawan,VR Aaron,60,43,1
RV Uthappa,PP Chawla,59,43,2
V Sehwag,R Sharma,59,43,0
G Gambhir,DS Kulkarni,57,43,0
V Kohli,HV Patel,56,43,1
BA Stokes,Imran Tahir,54,43,1
G Gambhir,MM Patel,54,43,2
JC Buttler,RA Jadeja,53,43,0
AM Rahane,IK Pathan,52,43,0
N Rana,Sandeep Sharma,51,43,0
YK Pathan,M Muralitharan,51,43,1
Mandeep Singh,RA Jadeja,49,43,3
AM Rahane,AD Russell,48,43,1
SK Raina,RR Powar,47,43,0
AD Mathews,M Muralitharan,45,43,1
Yuvraj Singh,MM Sharma,45,43,1
AB de Villiers,SK Warne,44,43,2
M Vohra,M Morkel,44,43,2
MS Dhoni,SR Watson,43,43,3
SR Tendulkar,NLTC Perera,43,43,0
V Kohli,HH Pandya,43,43,1
F du Plessis,M Ashwin,41,43,0
DA Miller,B Kumar,40,43,1
MK Pandey,Karanveer Singh,39,43,1
G Gambhir,TG Southee,37,43,0
DA Warner,Imran Tahir,36,43,0
S Dhawan,JH Kallis,33,43,2
SR Watson,UT Yadav,33,43,2
DA Warner,Anureet Singh,32,43,1
AD Russell,Anureet Singh,30,43,0
AD Russell,AJ Tye,29,43,2
KA Pollard,A Zampa,26,43,1
GJ Maxwell,DR Smith,23,43,1
A Symonds,SK Trivedi,22,43,1
EJG Morgan,K Rabada,20,43,0
V Kohli,KC Cariappa,16,43,1
CH Gayle,AG Murtaza,11,43,0
N Rana,YS Chahal,74,42,2
S Dhawan,YK Pathan,67,42,1
AT Rayudu,HV Patel,64,42,3
AM Rahane,YS Chahal,63,42,3
RV Uthappa,Z Khan,62,42,2
S Dhawan,SM Curran,62,42,0
SPD Smith,YS Chahal,60,42,0
AC Gilchrist,Z Khan,59,42,3
M Vijay,Iqbal Abdulla,56,42,2
S Dhawan,A Nehra,56,42,0
CA Lynn,B Kumar,55,42,1
S Badrinath,Harbhajan Singh,55,42,0
RV Uthappa,KA Pollard,54,42,3
LMP Simmons,DW Steyn,53,42,1
M Vijay,RJ Harris,53,42,1
SPD Smith,KH Pandya,52,42,0
RV Uthappa,JA Morkel,49,42,2
SR Watson,Z Khan,48,42,1
SS Iyer,PP Chawla,48,42,1
JD Ryder,KMDN Kulasekara,47,42,2
R Dravid,Harmeet Singh,47,42,2
S Dhawan,JO Holder,47,42,1
RA Jadeja,R Vinay Kumar,46,42,0
AB de Villiers,L Balaji,45,42,3
RG Sharma,B Kumar,45,42,1
SC Ganguly,IK Pathan,45,42,1
G Gambhir,GJ Maxwell,44,42,0
RV Uthappa,IC Pandey,44,42,0
AT Rayudu,KK Cooper,38,42,1
DA Miller,JP Faulkner,38,42,0
JC Buttler,Sandeep Sharma,38,42,0
DA Warner,RP Singh,37,42,1
V Sehwag,R Ashwin,37,42,1
RA Tripathi,DL Chahar,35,42,0
SK Raina,NLTC Perera,35,42,2
R Dravid,JH Kallis,33,42,1
V Sehwag,MS Gony,33,42,2
JH Kallis,Yuvraj Singh,31,42,1
SA Yadav,MG Johnson,30,42,1
CH Gayle,RA Jadeja,27,42,1
GJ Bailey,MM Sharma,24,42,0
MK Tiwary,IK Pathan,23,42,1
CL White,RJ Harris,22,42,0
HH Pandya,AS Rajpoot,14,42,0
BJ Hodge,SL Malinga,75,41,2
RG Sharma,Yuvraj Singh,71,41,1
DR Smith,P Kumar,68,41,1
DJ Hussey,PP Ojha,64,41,1
KM Jadhav,JJ Bumrah,62,41,0
SR Watson,Harbhajan Singh,59,41,2
V Sehwag,SL Malinga,57,41,1
DJ Hussey,R Bhatia,56,41,0
AM Rahane,Rashid Khan,55,41,1
MEK Hussey,SL Malinga,55,41,2
SE Marsh,Z Khan,55,41,2
MS Dhoni,Mohammed Siraj,50,41,0
Ishan Kishan,MP Stoinis,49,41,1
F du Plessis,PP Chawla,48,41,1
KK Nair,JD Unadkat,48,41,1
KS Williamson,LE Plunkett,48,41,0
TM Dilshan,Harbhajan Singh,48,41,1
BB McCullum,P Kumar,47,41,1
DR Smith,Ankit Sharma,46,41,1
MK Pandey,MM Patel,46,41,0
RG Sharma,SK Raina,45,41,1
SC Ganguly,P Kumar,45,41,2
AC Gilchrist,L Balaji,44,41,0
SPD Smith,Mohammed Shami,44,41,0
SR Watson,JA Morkel,44,41,0
WP Saha,SL Malinga,44,41,1
SK Raina,JD Unadkat,43,41,2
Yuvraj Singh,R Bhatia,43,41,0
KA Pollard,P Negi,42,41,0
KL Rahul,CH Morris,41,41,1
AT Rayudu,S Kaul,40,41,2
Q de Kock,UT Yadav,40,41,1
HH Pandya,CH Morris,39,41,2
S Dhawan,S Gopal,39,41,2
SS Iyer,Harbhajan Singh,39,41,1
F du Plessis,CJ Jordan,38,41,1
JP Duminy,Yuvraj Singh,38,41,0
V Kohli,SM Curran,38,41,1
GJ Maxwell,Imran Tahir,37,41,2
MK Pandey,Kartik Tyagi,37,41,0
DR Smith,BW Hilfenhaus,36,41,0
F du Plessis,PV Tambe,34,41,1
N Pooran,KK Ahmed,34,41,1
CH Gayle,TG Southee,29,41,2
BB McCullum,Imran Tahir,28,41,0
SK Raina,CR Woakes,28,41,0
SV Samson,M Kartik,28,41,0
AB de Villiers,TA Boult,27,41,1
RG Sharma,MC Henriques,27,41,0
MS Dhoni,AB Dinda,26,41,2
BB McCullum,TA Boult,24,41,0
KA Pollard,R Vinay Kumar,24,41,2
CH Gayle,R Sharma,22,41,1
AD Russell,K Rabada,21,41,1
KH Pandya,A Mishra,21,41,1
SS Iyer,K Gowtham,20,41,0
KK Nair,DJ Bravo,19,41,2
Yuvraj Singh,YS Chahal,19,41,2
HM Amla,Basil Thampi,18,41,1
MA Agarwal,S Gopal,16,41,0
JM Bairstow,P Ray Barman,15,41,0
Yuvraj Singh,M Muralitharan,71,40,0
SC Ganguly,SK Warne,67,40,1
ML Hayden,Harbhajan Singh,66,40,1
RV Uthappa,MS Gony,60,40,0
AT Rayudu,SR Watson,59,40,4
AT Rayudu,Sandeep Sharma,59,40,3
AT Rayudu,P Kumar,57,40,0
DPMD Jayawardene,PP Chawla,57,40,0
SC Ganguly,SK Trivedi,57,40,2
KH Pandya,YS Chahal,51,40,1
S Dhawan,MM Patel,51,40,1
JH Kallis,M Morkel,50,40,1
R Dravid,RP Singh,50,40,0
YK Pathan,MM Sharma,50,40,5
SE Marsh,M Morkel,49,40,2
SS Iyer,SP Narine,48,40,1
DA Warner,RD Chahar,46,40,0
Q de Kock,HV Patel,46,40,0
YV Takawale,M Morkel,46,40,0
V Kohli,R Bhatia,45,40,0
KS Williamson,R Ashwin,43,40,0
KA Pollard,AR Patel,42,40,1
Yuvraj Singh,SL Malinga,42,40,3
AR Patel,YS Chahal,40,40,1
CH Morris,DJ Bravo,40,40,0
MK Pandey,JP Duminy,40,40,0
DR Smith,R Ashwin,39,40,1
RG Sharma,NLTC Perera,38,40,0
M Vijay,S Aravind,37,40,4
MK Pandey,DJ Bravo,37,40,2
OA Shah,KA Pollard,36,40,0
Q de Kock,S Aravind,36,40,0
MA Agarwal,R Ashwin,35,40,3
DR Smith,Mohammed Shami,34,40,1
S Dhawan,WD Parnell,34,40,0
AB de Villiers,MS Gony,32,40,1
AC Gilchrist,CK Langeveldt,32,40,1
KA Pollard,AS Rajpoot,31,40,1
SA Yadav,JD Unadkat,29,40,1
ST Jayasuriya,A Kumble,29,40,0
AC Gilchrist,MM Patel,28,40,0
DA Warner,M Morkel,27,40,2
KD Karthik,S Nadeem,26,40,1
PA Patel,DS Kulkarni,26,40,2
SS Tiwary,R Sharma,26,40,0
AB de Villiers,SN Thakur,25,40,1
D Padikkal,RD Chahar,24,40,0
M Vijay,PJ Sangwan,24,40,0
YK Pathan,Yuvraj Singh,23,40,1
CR Brathwaite,SN Thakur,19,40,2
ML Hayden,R Vinay Kumar,19,40,1
SV Samson,K Khejroliya,19,40,0
JD Ryder,UT Yadav,18,40,0
SV Samson,CR Woakes,18,40,0
MK Pandey,AR Patel,96,39,2
SPD Smith,A Mishra,77,39,1
R Dravid,DL Vettori,75,39,1
G Gambhir,WD Parnell,74,39,2
G Gambhir,SL Malinga,73,39,2
AM Rahane,AB Agarkar,66,39,1
AB de Villiers,A Kumble,65,39,0
MEK Hussey,Harbhajan Singh,65,39,1
Q de Kock,B Kumar,64,39,0
SR Tendulkar,R Ashwin,64,39,1
SV Samson,SP Narine,63,39,3
MK Pandey,KA Pollard,58,39,1
DA Miller,Harbhajan Singh,56,39,0
DJ Bravo,PP Ojha,55,39,3
RG Sharma,P Negi,55,39,1
V Kohli,MJ McClenaghan,54,39,4
AB de Villiers,PP Ojha,52,39,1
DPMD Jayawardene,JH Kallis,52,39,0
F du Plessis,JJ Bumrah,52,39,0
G Gambhir,S Nadeem,52,39,0
KS Williamson,Kuldeep Yadav,52,39,2
S Dhawan,A Mishra,50,39,3
KA Pollard,Shakib Al Hasan,49,39,1
KM Jadhav,B Kumar,49,39,0
SV Samson,Shakib Al Hasan,48,39,2
WP Saha,M Morkel,48,39,3
R Dravid,AD Mathews,46,39,3
ST Jayasuriya,I Sharma,46,39,1
EJG Morgan,PP Chawla,45,39,0
RG Sharma,JD Unadkat,44,39,3
SP Narine,Sandeep Sharma,44,39,0
KD Karthik,SP Narine,43,39,2
V Sehwag,L Balaji,43,39,1
YK Pathan,SR Watson,43,39,1
SR Tendulkar,JH Kallis,42,39,3
BA Stokes,TA Boult,41,39,2
G Gambhir,MJ McClenaghan,41,39,1
SV Samson,DL Chahar,41,39,3
SV Samson,Kuldeep Yadav,40,39,0
BB McCullum,JJ Bumrah,37,39,1
MK Tiwary,KA Pollard,37,39,2
KM Jadhav,RA Jadeja,36,39,1
MEK Hussey,STR Binny,36,39,1
M Vijay,YK Pathan,35,39,0
V Sehwag,AD Mathews,35,39,0
KC Sangakkara,A Nehra,34,39,1
M Vohra,Rashid Khan,34,39,0
AM Rahane,CH Morris,31,39,0
MEK Hussey,B Lee,31,39,0
RG Sharma,B Lee,30,39,1
BJ Hodge,IK Pathan,29,39,1
JC Buttler,Shivam Mavi,29,39,2
Yuvraj Singh,YK Pathan,29,39,0
IK Pathan,SK Warne,27,39,1
Gurkeerat Singh,R Ashwin,26,39,2
Yuvraj Singh,Kuldeep Yadav,26,39,0
HH Pandya,P Negi,24,39,0
CL White,R Sharma,23,39,0
WP Saha,Z Khan,22,39,0
GJ Maxwell,GB Hogg,21,39,0
RG Sharma,K Gowtham,21,39,0
V Sehwag,A Symonds,21,39,1
AB de Villiers,Ankit Sharma,20,39,0
Shakib Al Hasan,YS Chahal,20,39,0
Yuvraj Singh,AB Dinda,18,39,0
SR Tendulkar,P Kumar,85,38,2
BB McCullum,IK Pathan,77,38,1
TM Dilshan,RP Singh,70,38,2
KA Pollard,DW Steyn,69,38,1
RV Uthappa,PP Ojha,69,38,1
WP Saha,KH Pandya,62,38,1
SS Iyer,B Kumar,61,38,3
AC Gilchrist,A Mishra,58,38,2
JH Kallis,SK Trivedi,58,38,2
KD Karthik,M Morkel,58,38,2
RV Uthappa,Mohammed Siraj,58,38,1
MS Dhoni,SK Trivedi,55,38,1
KS Williamson,SN Thakur,54,38,2
M Vijay,MJ McClenaghan,52,38,0
KA Pollard,SP Narine,51,38,1
S Badrinath,R Sharma,51,38,0
CH Gayle,L Balaji,50,38,0
PP Shaw,DL Chahar,50,38,5
DA Miller,Imran Tahir,48,38,0
BB McCullum,Sandeep Sharma,47,38,2
KK Nair,MC Henriques,46,38,2
RR Pant,S Gopal,46,38,0
SA Yadav,SR Watson,45,38,1
Ishan Kishan,NA Saini,44,38,0
KD Karthik,DT Christian,44,38,1
SR Watson,S Nadeem,44,38,2
RV Uthappa,R Bhatia,41,38,0
MK Pandey,JA Morkel,40,38,2
R Dravid,PP Chawla,40,38,1
MS Dhoni,AJ Tye,39,38,0
MS Bisla,DJ Bravo,36,38,1
RV Uthappa,MG Johnson,36,38,2
SS Tiwary,Harbhajan Singh,36,38,1
YK Pathan,R Sharma,36,38,0
BB McCullum,KV Sharma,35,38,1
RV Uthappa,BB Sran,35,38,2
RV Uthappa,Imran Tahir,35,38,1
TM Dilshan,Pankaj Singh,35,38,0
WP Saha,MJ McClenaghan,34,38,2
Yuvraj Singh,MJ McClenaghan,34,38,2
KD Karthik,JC Archer,33,38,2
MP Stoinis,S Gopal,33,38,1
Q de Kock,SR Watson,32,38,1
R Dravid,YK Pathan,32,38,1
RR Pant,JP Faulkner,32,38,1
AR Patel,B Kumar,31,38,1
DJ Hussey,RP Singh,31,38,0
RR Pant,JD Unadkat,31,38,2
V Kohli,P Awana,31,38,2
AB de Villiers,SK Trivedi,29,38,1
SPD Smith,CH Morris,29,38,1
SR Watson,P Awana,29,38,1
AD Russell,VR Aaron,25,38,0
KK Nair,UT Yadav,25,38,2
MEK Hussey,I Sharma,24,38,0
SPD Smith,KA Pollard,24,38,0
YK Pathan,DL Vettori,24,38,0
S Badrinath,JR Hopes,20,38,0
CA Lynn,BB Sran,15,38,0
KA Pollard,T Natarajan,13,38,0
RR Pant,UT Yadav,13,38,0
SA Yadav,RA Jadeja,83,37,1
RG Sharma,DW Steyn,79,37,1
SK Raina,R Ashwin,71,37,1
RV Uthappa,RP Singh,66,37,0
MEK Hussey,SP Narine,64,37,4
AB de Villiers,A Mishra,61,37,1
AM Rahane,S Kaul,59,37,1
AT Rayudu,JH Kallis,57,37,2
RG Sharma,Sandeep Sharma,56,37,4
DA Warner,JL Pattinson,52,37,1
R Dravid,AB Agarkar,52,37,0
R Dravid,Z Khan,50,37,0
CH Gayle,RP Singh,49,37,1
RV Uthappa,Shakib Al Hasan,48,37,0
SS Tiwary,AD Mathews,48,37,0
KL Rahul,RA Jadeja,47,37,0
RA Jadeja,Harbhajan Singh,47,37,1
S Badrinath,SL Malinga,47,37,1
SPD Smith,R Vinay Kumar,47,37,3
AJ Finch,PJ Cummins,45,37,0
R Dravid,S Nadeem,45,37,0
KC Sangakkara,YK Pathan,44,37,1
SE Marsh,A Kumble,44,37,0
HH Pandya,Mohammed Siraj,43,37,0
MS Dhoni,KV Sharma,43,37,0
AB de Villiers,Rashid Khan,41,37,2
JC Buttler,DL Chahar,41,37,0
KA Pollard,MM Sharma,41,37,3
Q de Kock,I Sharma,41,37,1
S Dhawan,M Ashwin,39,37,0
SV Samson,HH Pandya,39,37,1
GJ Maxwell,R Bhatia,38,37,0
KK Nair,BB Sran,38,37,0
SR Watson,CR Brathwaite,38,37,0
SR Tendulkar,RA Jadeja,36,37,1
AB de Villiers,MM Patel,35,37,0
RV Uthappa,P Awana,35,37,2
SS Iyer,JP Faulkner,35,37,1
V Kohli,Kuldeep Yadav,35,37,1
DR Smith,JD Unadkat,34,37,0
RR Pant,AD Russell,34,37,3
RV Uthappa,RJ Harris,34,37,1
JP Faulkner,MG Johnson,33,37,0
V Kohli,MC Henriques,32,37,0
MEK Hussey,YK Pathan,31,37,0
BB McCullum,SR Watson,30,37,1
RA Jadeja,AD Russell,30,37,0
DPMD Jayawardene,B Lee,29,37,1
Harbhajan Singh,MM Sharma,29,37,2
Q de Kock,AD Russell,29,37,2
Yuvraj Singh,PP Chawla,29,37,2
DR Smith,J Suchith,28,37,0
F du Plessis,CJ Anderson,28,37,0
MS Dhoni,LR Shukla,28,37,0
YK Pathan,A Nehra,28,37,1
G Gambhir,AB Dinda,27,37,1
AJ Finch,Rashid Khan,26,37,2
KA Pollard,Mohammed Shami,26,37,1
RG Sharma,Joginder Sharma,26,37,0
RR Pant,M Markande,26,37,0
M Vijay,MM Patel,25,37,2
GJ Maxwell,MJ McClenaghan,24,37,1
V Sehwag,KA Pollard,24,37,0
AJ Finch,MC Henriques,23,37,1
JC Buttler,CH Morris,22,37,1
KD Karthik,J Syed Mohammad,22,37,0
KM Jadhav,R Vinay Kumar,22,37,1
RA Tripathi,KV Sharma,22,37,1
SR Watson,K Gowtham,19,37,0
CH Gayle,MR Marsh,13,37,0
JH Kallis,R Ashwin,80,36,2
RG Sharma,M Kartik,79,36,2
JH Kallis,RJ Harris,75,36,0
DPMD Jayawardene,P Kumar,69,36,1
SC Ganguly,DW Steyn,65,36,0
V Kohli,R Tewatia,62,36,0
S Dhawan,M Muralitharan,59,36,0
GC Smith,M Muralitharan,58,36,1
SK Raina,MM Sharma,56,36,1
V Kohli,AB Dinda,55,36,3
WP Saha,JJ Bumrah,55,36,2
AB de Villiers,JH Kallis,54,36,1
MS Bisla,DW Steyn,52,36,0
SR Tendulkar,M Muralitharan,51,36,0
V Kohli,KA Pollard,51,36,3
AM Rahane,P Awana,48,36,0
KD Karthik,SK Warne,48,36,1
DPMD Jayawardene,Iqbal Abdulla,47,36,1
JC Buttler,RD Chahar,46,36,1
SPD Smith,MJ McClenaghan,46,36,1
S Dhawan,B Lee,44,36,1
S Dhawan,PJ Sangwan,44,36,0
AB de Villiers,JA Morkel,43,36,3
AT Rayudu,JA Morkel,43,36,0
ML Hayden,DP Nannes,43,36,0
MS Dhoni,P Negi,43,36,0
DA Warner,CH Morris,41,36,1
DA Warner,SK Trivedi,40,36,0
KA Pollard,UT Yadav,40,36,1
GJ Maxwell,JJ Bumrah,39,36,4
SO Hetmyer,Rashid Khan,39,36,2
RA Tripathi,YS Chahal,38,36,0
YK Pathan,AG Murtaza,38,36,0
KC Sangakkara,AD Mathews,37,36,0
S Dhawan,J Yadav,37,36,1
AB de Villiers,R Bhatia,35,36,0
KS Williamson,KV Sharma,35,36,2
GJ Maxwell,P Negi,33,36,0
MK Tiwary,DW Steyn,33,36,1
ML Hayden,Z Khan,32,36,1
RG Sharma,Mohammed Shami,31,36,2
A Symonds,DW Steyn,30,36,1
KH Pandya,PP Chawla,30,36,1
CH Gayle,I Sharma,29,36,1
ML Hayden,P Kumar,29,36,0
MS Dhoni,CH Morris,29,36,0
RA Jadeja,Z Khan,29,36,1
AJ Finch,Shakib Al Hasan,28,36,1
MC Henriques,YS Chahal,28,36,1
NV Ojha,AR Patel,28,36,1
V Kohli,LH Ferguson,27,36,0
Yuvraj Singh,TG Southee,27,36,0
KH Pandya,S Kaul,26,36,1
JP Duminy,MA Starc,25,36,1
Ishan Kishan,A Nortje,24,36,0
JC Buttler,AS Joseph,24,36,0
MJ Lumb,JA Morkel,24,36,2
DA Miller,DS Kulkarni,23,36,3
DA Warner,AD Russell,23,36,1
GJ Maxwell,Kuldeep Yadav,23,36,2
M Vohra,BB Sran,23,36,0
V Sehwag,Joginder Sharma,23,36,1
YK Pathan,I Sharma,21,36,0
BB McCullum,DP Nannes,17,36,0
CH Gayle,Kamran Khan,17,36,1
CH Gayle,P Parameswaran,14,36,0
M Vijay,B Kumar,76,35,1
R Dravid,M Muralitharan,68,35,2
Yuvraj Singh,SP Narine,67,35,1
LRPL Taylor,JA Morkel,63,35,2
BJ Hodge,Harbhajan Singh,58,35,0
SC Ganguly,A Mishra,58,35,0
SR Tendulkar,M Kartik,58,35,1
AM Rahane,TA Boult,54,35,3
BB McCullum,AR Patel,53,35,4
G Gambhir,BA Bhatt,52,35,0
LRPL Taylor,M Muralitharan,52,35,0
Mandeep Singh,B Kumar,52,35,0
PA Patel,Washington Sundar,52,35,1
RV Uthappa,S Kaul,52,35,1
PP Shaw,B Kumar,51,35,2
AB de Villiers,I Sharma,48,35,0
KL Rahul,M Prasidh Krishna,48,35,1
PA Patel,AB Agarkar,48,35,1
SS Iyer,KH Pandya,48,35,1
JP Duminy,Harbhajan Singh,46,35,1
RR Pant,SR Watson,46,35,0
M Vijay,STR Binny,45,35,1
DJ Hooda,AR Patel,44,35,0
DJ Hussey,SK Trivedi,44,35,4
DPMD Jayawardene,Azhar Mahmood,44,35,1
JP Duminy,JP Faulkner,43,35,1
G Gambhir,A Singh,42,35,1
