bowler,batsman,inning,is_wicket,batsman_runs
MJ McClenaghan,SE Marsh,15,2,18
PP Chawla,RA Tripathi,12,2,7
PP Chawla,RG Sharma,167,2,146
PP Chawla,RV Uthappa,59,2,43
PP Chawla,GH Vihari,36,2,20
PP Chawla,DJ Hussey,10,2,4
PP Chawla,DJ Bravo,72,2,45
MM Patel,JH Kallis,81,2,56
BA Stokes,N Pooran,5,2,1
PJ Sangwan,AM Rahane,21,2,16
MM Patel,MK Tiwary,21,2,5
MM Patel,M Vijay,25,2,37
CH Morris,HH Pandya,39,2,41
PJ Sangwan,ML Hayden,29,2,32
PJ Sangwan,MV Boucher,14,2,16
PJ Sangwan,RV Uthappa,22,2,11
PJ Sangwan,SK Raina,37,2,27
PJ Sangwan,SR Tendulkar,22,2,21
PJ Sangwan,TL Suman,24,2,8
PP Chawla,DA Warner,85,2,98
BA Stokes,DA Warner,29,2,22
PP Chawla,AL Menaria,29,2,27
MM Patel,G Gambhir,54,2,43
PP Chawla,BA Stokes,15,2,6
MM Patel,DT Christian,16,2,10
CH Morris,KS Williamson,15,2,13
MM Patel,DPMD Jayawardene,52,2,28
MM Patel,DJ Hussey,39,2,20
MM Patel,CH Gayle,27,2,53
PP Chawla,DA Miller,61,2,34
PP Chawla,S Dhawan,75,2,92
CH Morris,RG Sharma,42,2,34
PJ Cummins,SPD Smith,18,2,6
PP Chawla,SS Tiwary,37,2,29
PP Ojha,SR Watson,29,2,32
PP Ojha,V Sehwag,44,2,18
MG Johnson,STR Binny,23,2,5
MG Johnson,SPD Smith,20,2,7
MG Johnson,SP Narine,21,2,7
MG Johnson,SK Raina,70,2,64
MG Johnson,S Badrinath,10,2,0
MG Johnson,RV Uthappa,36,2,38
B Lee,DB Ravi Teja,10,2,3
PV Tambe,MK Pandey,14,2,12
CJ Anderson,RG Sharma,22,2,44
MG Johnson,M Vijay,33,2,18
MG Johnson,F du Plessis,19,2,29
Parvez Rasool,Yuvraj Singh,18,2,14
MG Johnson,AM Rahane,64,2,86
R Ashwin,AB de Villiers,83,2,59
R Ashwin,AC Gilchrist,85,2,46
R Ashwin,AL Menaria,19,2,9
R Ashwin,AR Patel,25,2,7
MF Maharoof,YK Pathan,30,2,20
B Laughlin,AT Rayudu,11,2,12
CJ Jordan,DS Kulkarni,8,2,4
MF Maharoof,SK Warne,3,2,0
PP Ojha,SK Raina,64,2,68
PP Ojha,SC Ganguly,63,2,65
PP Ojha,S Dhawan,61,2,51
MJ McClenaghan,KK Nair,31,2,27
PP Chawla,SV Samson,64,2,56
PP Chawla,Shakib Al Hasan,31,2,14
B Lee,Y Nagar,17,2,9
PP Chawla,V Sehwag,43,2,59
B Lee,UBT Chand,17,2,4
PP Chawla,Y Venugopal Rao,34,2,11
PP Chawla,Yuvraj Singh,29,2,37
B Lee,ST Jayasuriya,28,2,4
MJ McClenaghan,MA Agarwal,8,2,3
MJ McClenaghan,KL Rahul,80,2,75
PP Ojha,IK Pathan,28,2,11
PP Ojha,R Dravid,98,2,71
PP Ojha,JA Morkel,26,2,19
PP Ojha,KD Karthik,59,2,45
PP Ojha,LRPL Taylor,27,2,15
MJ McClenaghan,DJ Bravo,37,2,35
MJ McClenaghan,DA Warner,52,2,52
PP Ojha,MK Pandey,79,2,66
PP Ojha,MS Bisla,11,2,6
CH Morris,Yuvraj Singh,27,2,25
PP Ojha,NV Ojha,10,2,3
MJ McClenaghan,AM Rahane,101,2,76
MM Patel,RJ Harris,6,2,6
PJ Cummins,RV Uthappa,34,2,24
AR Patel,DR Smith,39,2,31
MR Marsh,EJG Morgan,4,2,1
NLTC Perera,M Vijay,15,2,23
NLTC Perera,R Dravid,28,2,10
NLTC Perera,RV Uthappa,22,2,10
NLTC Perera,SK Raina,35,2,42
NM Coulter-Nile,AR Patel,25,2,16
Bipul Sharma,RG Sharma,9,2,5
NM Coulter-Nile,KK Nair,21,2,23
BJ Hodge,AL Menaria,7,2,6
BJ Hodge,AC Gilchrist,20,2,14
NM Coulter-Nile,KV Sharma,15,2,11
NM Coulter-Nile,RG Sharma,28,2,15
MS Gony,V Sehwag,33,2,42
NM Coulter-Nile,SS Iyer,17,2,22
MS Gony,R Dravid,18,2,11
BE Hendricks,KD Karthik,10,2,8
MS Gony,K Goel,40,2,17
MS Gony,JH Kallis,41,2,30
MS Gony,G Gambhir,58,2,53
P Awana,CH Gayle,53,2,64
P Awana,KA Pollard,18,2,12
MR Marsh,KD Karthik,10,2,9
P Awana,RA Jadeja,14,2,11
P Awana,RG Sharma,36,2,31
Mohammed Shami,CA Lynn,23,2,15
Bipul Sharma,AM Rahane,38,2,13
Mohammed Shami,JC Archer,12,2,15
Mohammed Siraj,DA Warner,23,2,25
Basil Thampi,CH Gayle,21,2,18
Mujeeb Ur Rahman,BA Stokes,12,2,14
BW Hilfenhaus,V Sehwag,25,2,19
Mujeeb Ur Rahman,JC Buttler,61,2,54
Mohammed Siraj,RA Tripathi,51,2,32
Mujeeb Ur Rahman,RR Pant,20,2,17
Mohammed Siraj,PP Shaw,13,2,9
Mohammed Siraj,N Rana,35,2,32
Mohammed Siraj,KH Pandya,25,2,8
Mustafizur Rahman,HH Pandya,6,2,2
Mohammed Shami,WP Saha,17,2,30
Mohammed Shami,KH Pandya,22,2,13
Mustafizur Rahman,S Kaul,10,2,0
Mustafizur Rahman,SR Watson,15,2,7
Mohammed Shami,Shubman Gill,36,2,31
Mohammed Shami,SO Hetmyer,10,2,9
Mohammed Shami,RG Sharma,31,2,36
Mohammed Shami,RA Tripathi,22,2,15
Mohammed Shami,PA Patel,59,2,52
NA Saini,SP Narine,24,2,15
Mohammed Shami,KS Williamson,19,2,29
Mohammed Shami,KM Jadhav,9,2,3
P Awana,RV Uthappa,35,2,37
P Awana,V Kohli,31,2,38
MM Patel,SC Ganguly,62,2,44
P Awana,V Sehwag,18,2,10
MM Sharma,R Bhatia,5,2,6
MM Sharma,PA Patel,92,2,93
MM Sharma,P Kumar,14,2,8
P Negi,CA Lynn,8,2,2
MM Sharma,Mandeep Singh,52,2,28
MM Sharma,M Vijay,17,2,10
MM Sharma,KM Jadhav,24,2,20
P Negi,RA Tripathi,7,2,6
MM Sharma,KL Rahul,40,2,32
P Negi,S Nadeem,12,2,1
MM Sharma,JC Buttler,21,2,31
MM Sharma,Harbhajan Singh,29,2,37
P Parameswaran,CL White,7,2,4
MM Sharma,BB McCullum,14,2,6
MM Patel,Yuvraj Singh,4,2,6
PJ Cummins,BA Stokes,32,2,19
PJ Cummins,DR Smith,10,2,5
BA Stokes,SR Watson,21,2,22
MM Patel,TM Dilshan,43,2,26
MM Patel,SP Goswami,5,2,0
CH Morris,BA Stokes,15,2,12
CH Morris,BB McCullum,16,2,17
MM Patel,SK Raina,48,2,63
BB Sran,AT Rayudu,18,2,18
BB Sran,DJ Bravo,4,2,2
P Kumar,UBT Chand,30,2,15
P Kumar,MD Mishra,13,2,4
P Kumar,AM Rahane,83,2,44
MP Stoinis,SV Samson,20,2,18
MP Stoinis,Q de Kock,22,2,18
P Kumar,G Gambhir,103,2,88
BCJ Cutting,CH Gayle,35,2,24
P Kumar,GC Smith,61,2,16
P Kumar,HH Gibbs,38,2,46
MP Stoinis,N Rana,73,2,68
P Kumar,IK Pathan,25,2,23
MP Stoinis,MA Agarwal,36,2,29
P Kumar,MEK Hussey,28,2,23
MM Sharma,SPD Smith,54,2,27
BB Sran,RV Uthappa,35,2,38
MN Samuels,CL White,14,2,17
MM Sharma,V Sehwag,38,2,33
MM Sharma,UBT Chand,26,2,15
P Kumar,SA Asnodkar,34,2,20
P Kumar,SC Ganguly,45,2,41
BB Sran,KD Karthik,6,2,3
P Kumar,SR Tendulkar,85,2,38
P Kumar,SR Watson,69,2,67
MM Sharma,SR Watson,82,2,60
MF Maharoof,Misbah-ul-Haq,6,2,4
B Kumar,Shakib Al Hasan,10,2,11
R Ashwin,DPMD Jayawardene,32,2,28
Kuldeep Yadav,KS Williamson,52,2,39
DE Bollinger,A Mishra,10,2,2
RJ Harris,V Kohli,30,2,21
L Balaji,MS Dhoni,32,2,44
L Balaji,MEK Hussey,75,2,59
L Balaji,M Vohra,5,2,10
L Balaji,KD Karthik,35,2,25
L Balaji,JH Kallis,17,2,17
RP Singh,B Kumar,10,2,1
L Balaji,IK Pathan,28,2,18
L Balaji,G Gambhir,36,2,20
RP Singh,G Gambhir,42,2,52
AS Rajpoot,RG Sharma,21,2,22
L Balaji,AJ Finch,16,2,6
RP Singh,M Vijay,45,2,62
RP Singh,MV Boucher,10,2,9
Kuldeep Yadav,SK Raina,66,2,51
Kuldeep Yadav,S Dhawan,55,2,34
Kuldeep Yadav,RR Pant,40,2,23
AS Rajpoot,K Gowtham,4,2,4
RP Singh,R Bhatia,18,2,19
Kuldeep Yadav,MS Dhoni,50,2,46
RP Singh,R Vinay Kumar,15,2,4
RP Singh,S Dhawan,46,2,48
L Balaji,RA Jadeja,26,2,25
RJ Harris,R Dravid,34,2,26
RJ Harris,MK Pandey,62,2,32
RD Chahar,KD Karthik,17,2,9
RA Jadeja,PA Patel,57,2,56
M Ashwin,SA Yadav,28,2,8
M Ashwin,RV Uthappa,48,2,44
RA Jadeja,SP Narine,11,2,14
RA Jadeja,SS Iyer,83,2,47
RA Jadeja,SS Tiwary,24,2,28
RA Jadeja,STR Binny,35,2,30
RA Jadeja,SV Samson,59,2,60
M Ashwin,AJ Finch,30,2,26
RD Chahar,GJ Maxwell,38,2,18
RD Chahar,SS Iyer,14,2,7
RJ Harris,DA Warner,40,2,22
Ankit Sharma,LMP Simmons,18,2,11
RE van der Merwe,DPMD Jayawardene,24,2,7
RE van der Merwe,MS Dhoni,38,2,32
L Ngidi,SP Goswami,9,2,12
L Ngidi,RR Pant,9,2,7
RE van der Merwe,ST Jayasuriya,5,2,1
L Ngidi,KL Rahul,8,2,4
Anand Rajan,J Botha,9,2,6
L Balaji,Yuvraj Singh,48,2,34
SR Watson,DJ Bravo,25,2,28
RP Singh,S Sohal,22,2,14
DE Bollinger,NL McCullum,10,2,3
B Kumar,SV Samson,122,2,90
RP Singh,ST Jayasuriya,16,2,0
DJ Bravo,AT Rayudu,60,2,44
Rashid Khan,HH Pandya,43,2,18
KW Richardson,Yuvraj Singh,8,2,24
AR Patel,Mandeep Singh,47,2,31
Rashid Khan,KD Karthik,32,2,29
AR Patel,MK Pandey,96,2,39
Rashid Khan,MS Dhoni,53,2,23
Rashid Khan,Mandeep Singh,20,2,7
DJ Bravo,CH Gayle,87,2,60
AR Patel,KL Rahul,25,2,13
AR Patel,KK Nair,26,2,19
DJ Bravo,CL White,30,2,26
Rashid Khan,R Ashwin,4,2,0
Rashid Khan,RV Uthappa,70,2,64
DJ Bravo,D Wiese,34,2,27
Rashid Khan,SO Hetmyer,39,2,36
DJ Bravo,DA Miller,34,2,34
Rashid Khan,SS Iyer,94,2,69
DJ Bravo,DJ Hooda,26,2,16
Ravi Bishnoi,DA Warner,6,2,5
Ravi Bishnoi,EJG Morgan,8,2,3
KV Sharma,Shakib Al Hasan,17,2,2
AR Patel,F du Plessis,94,2,70
Rashid Khan,DA Miller,16,2,6
Kamran Khan,RS Bopara,8,2,0
AR Patel,RG Sharma,77,2,33
Kuldeep Yadav,AM Rahane,32,2,14
Kuldeep Yadav,GJ Maxwell,23,2,36
RP Singh,TM Dilshan,70,2,38
RP Singh,V Kohli,64,2,62
Kuldeep Yadav,DJ Hooda,21,2,21
Kuldeep Yadav,DA Warner,79,2,69
RR Powar,AC Gilchrist,14,2,6
DE Bollinger,RG Sharma,13,2,15
DE Bollinger,RR Bhatkal,2,2,0
RR Powar,ML Hayden,28,2,14
Kuldeep Yadav,AT Rayudu,39,2,24
DE Bollinger,SR Tendulkar,43,2,17
Rashid Khan,BA Stokes,21,2,11
RR Raje,SR Watson,14,2,9
Karanveer Singh,YK Pathan,17,2,16
DE Bollinger,Z Khan,22,2,10
AR Patel,Shakib Al Hasan,16,2,10
AR Patel,SPD Smith,32,2,31
AR Patel,SK Raina,84,2,63
DJ Bravo,AC Gilchrist,41,2,35
Rashid Khan,AB de Villiers,41,2,37
Rashid Khan,AJ Finch,26,2,37
Rashid Khan,AR Patel,23,2,7
RA Jadeja,MS Dhoni,32,2,30
CV Varun,R Tewatia,22,2,8
RA Jadeja,MK Pandey,40,2,25
RA Jadeja,MEK Hussey,12,2,9
R Bhatia,CH Gayle,59,2,64
B Kumar,JP Faulkner,13,2,21
R Bhatia,KA Pollard,38,2,30
R Bhatia,KC Sangakkara,40,2,24
B Kumar,HM Amla,11,2,11
R Bhatia,LRPL Taylor,23,2,10
B Kumar,GH Vihari,13,2,3
B Kumar,F du Plessis,62,2,47
R Bhatia,MS Dhoni,34,2,21
MA Starc,G Gambhir,8,2,9
MA Starc,DJ Bravo,7,2,7
R Bhatia,RG Sharma,97,2,100
R Bhatia,S Dhawan,54,2,46
R Bhatia,SK Raina,50,2,45
R Bhatia,SP Goswami,20,2,35
B Kumar,C de Grandhomme,35,2,20
B Kumar,AT Rayudu,106,2,74
R Dhawan,IK Pathan,10,2,3
R Dhawan,S Dhawan,23,2,12
M Muralitharan,V Kohli,62,2,50
R Rampaul,M Vijay,16,2,3
R Rampaul,SV Samson,8,2,2
M Muralitharan,R Dravid,68,2,35
R Bhatia,AD Mascarenhas,7,2,4
R Ashwin,Y Venugopal Rao,19,2,14
MC Henriques,G Gambhir,61,2,53
CJ Jordan,P Kumar,4,2,1
R Ashwin,G Gambhir,90,2,52
R Ashwin,Gurkeerat Singh,26,2,39
MF Maharoof,GC Smith,23,2,18
R Ashwin,JD Ryder,40,2,19
R Ashwin,JH Kallis,80,2,36
R Ashwin,LMP Simmons,65,2,58
R Ashwin,M Vijay,48,2,28
R Ashwin,MK Pandey,87,2,58
MC Henriques,YK Pathan,25,2,22
MC Henriques,WP Saha,43,2,32
R Ashwin,Mandeep Singh,35,2,24
B Kumar,MJ Guptill,16,2,11
R Ashwin,N Pooran,28,2,15
MC Henriques,SR Watson,24,2,13
R Ashwin,NV Ojha,31,2,15
R Ashwin,P Negi,7,2,4
B Kumar,PP Shaw,51,2,35
R Ashwin,S Dhawan,150,2,71
B Kumar,N Rana,39,2,29
R Ashwin,SR Watson,62,2,76
R Ashwin,SV Samson,63,2,49
MC Henriques,KK Nair,46,2,38
M Muralitharan,M Vijay,12,2,2
M Muralitharan,M Kaif,18,2,13
R Sharma,M Manhas,20,2,8
R Vinay Kumar,Y Nagar,18,2,17
M Morkel,DA Warner,27,2,40
R Vinay Kumar,KA Pollard,24,2,41
M Morkel,BJ Hodge,24,2,9
R Vinay Kumar,MEK Hussey,41,2,20
R Vinay Kumar,PA Patel,29,2,23
Arshdeep Singh,PK Garg,7,2,1
R Vinay Kumar,S Badrinath,32,2,26
M Markande,RV Uthappa,16,2,13
R Vinay Kumar,Shakib Al Hasan,7,2,3
R Vinay Kumar,V Sehwag,39,2,63
RA Jadeja,AM Rahane,35,2,20
R Vinay Kumar,JA Morkel,22,2,24
M Kartik,RG Sharma,79,2,36
Anureet Singh,PP Chawla,6,2,6
Anureet Singh,KK Nair,16,2,12
RA Jadeja,KA Pollard,55,2,87
RA Jadeja,KD Karthik,68,2,75
CV Varun,MS Dhoni,18,2,9
RA Jadeja,LMP Simmons,50,2,61
M Kartik,AM Nayar,24,2,11
RA Jadeja,M Vijay,26,2,17
RA Jadeja,M Vohra,17,2,17
R Vinay Kumar,JDP Oram,4,2,0
R Vinay Kumar,GJ Bailey,12,2,16
R Sharma,Mandeep Singh,54,2,29
M Morkel,RG Sharma,89,2,119
M Muralitharan,DR Smith,14,2,7
M Muralitharan,DPMD Jayawardene,31,2,25
R Sharma,SR Tendulkar,19,2,19
CR Woakes,KA Pollard,10,2,5
M Morkel,SE Marsh,49,2,40
Azhar Mahmood,JA Morkel,10,2,12
M Morkel,SC Ganguly,7,2,7
M Morkel,S Dhawan,61,2,79
R Tewatia,MP Stoinis,24,2,22
Azhar Mahmood,EJG Morgan,48,2,26
R Tewatia,Shubman Gill,6,2,3
R Vinay Kumar,G Gambhir,92,2,62
R Vinay Kumar,A Ashish Reddy,15,2,14
M Morkel,MA Agarwal,23,2,17
M Morkel,M Vohra,44,2,43
M Morkel,M Vijay,41,2,26
M Morkel,KD Karthik,58,2,38
R Vinay Kumar,AM Rahane,81,2,78
R Vinay Kumar,AT Rayudu,35,2,29
R Vinay Kumar,BJ Hodge,11,2,9
R Vinay Kumar,CL White,18,2,22
R Vinay Kumar,DJ Bravo,45,2,46
SR Watson,DA Warner,25,2,34
Z Khan,Yuvraj Singh,24,2,12
Mohammed Siraj,SV Samson,22,2,19
JA Morkel,JH Kallis,94,2,65
A Mishra,WP Saha,26,2,26
Imran Tahir,GJ Bailey,17,2,9
A Nehra,RJ Quiney,20,2,1
HV Patel,SN Khan,19,2,12
JA Morkel,NV Ojha,68,2,68
DS Kulkarni,KM Jadhav,8,2,4
A Nehra,RG Sharma,46,2,62
DW Steyn,AB de Villiers,40,2,55
JA Morkel,PP Chawla,21,2,9
JA Morkel,R Sathish,21,2,10
YS Chahal,MS Dhoni,114,2,88
YS Chahal,N Rana,74,2,42
Sandeep Sharma,SV Samson,69,2,49
JA Morkel,RV Uthappa,49,2,42
Sandeep Sharma,SK Raina,99,2,105
A Kumble,A Symonds,16,2,13
HV Patel,RG Sharma,33,2,24
Sandeep Sharma,S Dhawan,72,2,70
Sandeep Sharma,RV Uthappa,89,2,69
Sandeep Sharma,RR Pant,26,2,23
HV Patel,N Rana,23,2,19
VR Aaron,NV Ojha,18,2,15
JA Morkel,SA Asnodkar,28,2,12
Imran Tahir,AJ Finch,22,2,15
YS Chahal,RA Jadeja,43,2,24
HV Patel,MS Dhoni,53,2,22
DW Steyn,AM Rahane,62,2,18
Imran Tahir,GJ Maxwell,37,2,41
A Nehra,RR Rossouw,14,2,3
HV Patel,SS Iyer,11,2,3
YS Chahal,Ishan Kishan,30,2,28
Shakib Al Hasan,KD Karthik,41,2,26
A Kumble,KC Sangakkara,22,2,13
JA Morkel,KA Pollard,16,2,6
YS Chahal,G Gambhir,20,2,25
Imran Tahir,M Vohra,24,2,8
JA Morkel,KD Karthik,24,2,13
JA Morkel,KM Jadhav,10,2,3
JA Morkel,LRPL Taylor,63,2,35
Shakib Al Hasan,DR Smith,27,2,31
Imran Tahir,KH Pandya,41,2,59
A Mishra,V Kohli,176,2,158
Shakib Al Hasan,DJG Sammy,16,2,19
Harbhajan Singh,AC Gilchrist,36,2,27
YS Chahal,KL Rahul,67,2,66
Shakib Al Hasan,CA Lynn,48,2,20
YS Chahal,JJ Roy,11,2,2
YS Chahal,JM Bairstow,31,2,16
Shakib Al Hasan,AP Tare,16,2,3
JA Morkel,MJ Lumb,24,2,36
Shakib Al Hasan,AM Rahane,68,2,54
JA Morkel,MK Pandey,40,2,38
I Sharma,SR Watson,70,2,54
YS Chahal,KD Karthik,53,2,30
DT Christian,Yuvraj Singh,44,2,15
A Nehra,RV Uthappa,67,2,55
JA Morkel,MS Bisla,44,2,31
A Mishra,Yuvraj Singh,43,2,29
Imran Tahir,AD Russell,28,2,26
YS Chahal,SA Yadav,67,2,58
Sandeep Sharma,AM Rahane,117,2,71
I Sharma,Y Venugopal Rao,33,2,13
Sandeep Sharma,DR Smith,56,2,30
UT Yadav,AR Patel,12,2,15
JC Archer,KH Pandya,14,2,8
HV Patel,DR Smith,15,2,11
JC Archer,Mandeep Singh,3,2,0
JC Archer,N Rana,19,2,9
A Zampa,RR Pant,16,2,22
Sandeep Sharma,BB McCullum,47,2,38
A Zampa,SV Samson,16,2,23
UT Yadav,CH Morris,5,2,2
Sandeep Sharma,AP Tare,20,2,11
UT Yadav,DA Miller,60,2,54
UT Yadav,AJ Finch,30,2,34
Sandeep Sharma,AJ Tye,8,2,8
JC Archer,PP Shaw,23,2,14
JC Archer,Q de Kock,30,2,48
UT Yadav,DJ Bravo,16,2,23
Sandeep Sharma,AB de Villiers,69,2,107
JC Archer,RG Sharma,5,2,3
A Nehra,MA Agarwal,22,2,9
DW Steyn,RP Singh,5,2,1
A Nehra,M Vijay,43,2,29
Yuvraj Singh,RV Uthappa,25,2,16
DS Kulkarni,AM Rahane,34,2,21
UT Yadav,DT Christian,19,2,9
JC Archer,KD Karthik,33,2,38
A Nehra,MS Bisla,18,2,6
DW Steyn,AS Yadav,3,2,0
DS Kulkarni,E Lewis,11,2,17
JA Morkel,TM Dilshan,16,2,16
Imran Tahir,AB de Villiers,44,2,55
VR Aaron,Mandeep Singh,30,2,19
JA Morkel,V Kohli,76,2,73
YS Chahal,V Sehwag,21,2,10
DW Steyn,BB McCullum,32,2,16
HV Patel,KM Jadhav,8,2,6
YS Chahal,Yuvraj Singh,19,2,41
JA Morkel,YK Pathan,51,2,33
Yuvraj Singh,A Symonds,20,2,11
JA Morkel,Yuvraj Singh,25,2,33
A Nehra,NLTC Perera,7,2,1
JC Archer,AT Rayudu,19,2,4
Sandeep Sharma,F du Plessis,55,2,51
Sandeep Sharma,MK Pandey,58,2,44
Sandeep Sharma,MC Henriques,7,2,2
JC Archer,DA Warner,30,2,15
Yuvraj Singh,HH Gibbs,18,2,4
JC Archer,F du Plessis,20,2,17
Sandeep Sharma,KD Karthik,37,2,44
JC Archer,HH Pandya,31,2,35
Sandeep Sharma,JP Faulkner,10,2,5
Sandeep Sharma,Ishan Kishan,31,2,28
DS Kulkarni,DA Warner,134,2,71
Yuvraj Singh,KD Karthik,40,2,45
Sandeep Sharma,G Gambhir,88,2,43
YS Chahal,DR Smith,45,2,59
Harbhajan Singh,BB McCullum,85,2,76
Yuvraj Singh,STR Binny,6,2,1
TG Southee,S Dhawan,39,2,27
WPUJC Vaas,V Sehwag,41,2,28
A Mishra,Mandeep Singh,43,2,32
WA Mota,SK Raina,4,2,1
A Mishra,NV Ojha,37,2,48
Harbhajan Singh,SR Watson,59,2,41
J Suchith,NV Ojha,13,2,6
DS Kulkarni,V Sehwag,30,2,20
J Suchith,SK Raina,15,2,27
Harbhajan Singh,SP Narine,5,2,1
J Suchith,SR Watson,29,2,11
A Mishra,PC Valthaty,29,2,18
A Mishra,G Gambhir,66,2,54
Sohail Tanvir,JA Morkel,15,2,9
Sohail Tanvir,DB Das,10,2,2
Washington Sundar,G Gambhir,28,2,26
Harbhajan Singh,SC Ganguly,45,2,19
I Sharma,JH Kallis,85,2,78
A Mishra,R Dravid,41,2,26
Harbhajan Singh,RV Uthappa,83,2,77
DS Kulkarni,SR Watson,61,2,48
Washington Sundar,N Rana,30,2,14
Washington Sundar,RG Sharma,26,2,17
I Sharma,KD Karthik,31,2,12
Washington Sundar,SS Iyer,21,2,31
GB Hogg,P Negi,8,2,8
Harbhajan Singh,R Bhatia,12,2,4
GB Hogg,RA Jadeja,18,2,16
Sohail Tanvir,Umar Gul,5,2,7
J Suchith,GJ Maxwell,7,2,9
I Sharma,AT Rayudu,22,2,11
Iqbal Abdulla,MK Pandey,29,2,18
WD Parnell,YK Pathan,41,2,33
A Mishra,M Kaif,12,2,11
A Mishra,KK Nair,61,2,61
T Natarajan,Washington Sundar,4,2,2
WD Parnell,KD Karthik,19,2,13
Harmeet Singh,R Dravid,47,2,42
A Mishra,M Vohra,12,2,8
A Mishra,MA Agarwal,13,2,13
TA Boult,BA Stokes,41,2,39
A Mishra,KD Karthik,74,2,80
GB Hogg,CH Gayle,13,2,15
Harmeet Singh,RV Uthappa,29,2,21
J Botha,KC Sangakkara,36,2,17
A Mishra,IK Pathan,49,2,29
WD Parnell,G Gambhir,74,2,39
A Mishra,JH Kallis,59,2,34
Iqbal Abdulla,M Vijay,56,2,42
Harmeet Singh,V Sehwag,20,2,13
Harbhajan Singh,V Sehwag,64,2,55
A Mishra,JC Buttler,14,2,8
TA Boult,F du Plessis,54,2,34
A Mishra,MS Bisla,16,2,3
A Mishra,Ishan Kishan,5,2,6
J Botha,S Dhawan,36,2,22
I Sharma,AM Rahane,79,2,49
DT Christian,KA Pollard,3,2,0
DW Steyn,Z Khan,14,2,0
TA Boult,R Ashwin,3,2,0
Harbhajan Singh,PP Chawla,14,2,7
A Mishra,STR Binny,49,2,26
YK Pathan,ML Hayden,53,2,29
Shakib Al Hasan,SP Narine,13,2,18
I Sharma,R Dravid,100,2,63
TG Southee,CH Gayle,29,2,41
Harbhajan Singh,JH Kallis,77,2,49
Harbhajan Singh,JD Ryder,12,2,3
A Kumble,S Badrinath,16,2,7
Shakib Al Hasan,SK Raina,59,2,47
Shakib Al Hasan,SC Ganguly,9,2,4
A Mishra,SR Tendulkar,64,2,55
I Sharma,RA Jadeja,26,2,15
VRV Singh,R Dravid,22,2,30
A Kumble,RG Sharma,53,2,57
Imran Tahir,SS Iyer,12,2,13
DS Kulkarni,PA Patel,26,2,40
Shakib Al Hasan,R Vinay Kumar,22,2,8
Shakib Al Hasan,PA Patel,15,2,15
A Nehra,SR Watson,71,2,48
Harbhajan Singh,DPMD Jayawardene,61,2,48
VRV Singh,LR Shukla,10,2,4
YS Chahal,AT Rayudu,139,2,58
VR Aaron,YK Pathan,39,2,35
DW Steyn,ST Jayasuriya,28,2,1
A Kumble,ML Hayden,51,2,24
Harbhajan Singh,DH Yagnik,26,2,15
GD McGrath,P Kumar,14,2,7
A Kumble,SK Warne,11,2,0
Shakib Al Hasan,SV Samson,48,2,39
TA Boult,RA Jadeja,29,2,24
YK Pathan,AC Gilchrist,47,2,32
A Mishra,Azhar Mahmood,8,2,6
TA Boult,RA Tripathi,13,2,7
DW Steyn,YK Pathan,61,2,82
A Nortje,AB de Villiers,13,2,14
A Mishra,AD Russell,35,2,21
DS Kulkarni,S Dhawan,146,2,127
GB Hogg,V Sehwag,27,2,25
J Yadav,SK Raina,5,2,4
Shivam Mavi,RG Sharma,20,2,18
DW Steyn,V Sehwag,51,2,33
A Mishra,AC Gilchrist,58,2,38
Harbhajan Singh,MA Agarwal,34,2,44
YK Pathan,AL Menaria,16,2,13
Imran Tahir,STR Binny,9,2,4
YK Pathan,BJ Hodge,24,2,22
Imran Tahir,YK Pathan,21,2,28
Shivam Mavi,JC Buttler,29,2,39
A Singh,SK Raina,23,2,27
YK Pathan,JD Ryder,8,2,1
TA Boult,SP Narine,13,2,13
A Nehra,Y Venugopal Rao,21,2,23
DS Kulkarni,RA Jadeja,12,2,9
TA Boult,SV Samson,25,2,16
GC Viljoen,S Dhawan,14,2,14
JA Morkel,AP Tare,20,2,11
DW Steyn,TL Suman,37,2,21
Yuvraj Singh,S Dhawan,8,2,2
A Symonds,SM Katich,6,2,1
JD Unadkat,RR Pant,31,2,38
SR Watson,S Dhawan,80,2,62
IK Pathan,JDP Oram,6,2,7
Z Khan,RV Uthappa,62,2,42
UT Yadav,KK Nair,25,2,38
IK Pathan,KD Karthik,43,2,47
Z Khan,SC Ganguly,17,2,11
IK Pathan,PC Valthaty,25,2,20
JD Unadkat,KM Jadhav,21,2,7
SR Watson,MC Henriques,21,2,17
JD Unadkat,BB McCullum,10,2,11
SR Watson,KV Sharma,15,2,7
Z Khan,SE Marsh,55,2,41
AB Agarkar,RA Jadeja,20,2,7
Z Khan,LR Shukla,14,2,4
IC Pandey,M Vohra,15,2,19
Z Khan,SK Raina,52,2,62
Z Khan,OA Shah,8,2,9
UT Yadav,RV Uthappa,42,2,27
V Shankar,F du Plessis,5,2,3
A Nehra,AB de Villiers,45,2,61
A Nehra,KA Pollard,30,2,46
DR Smith,Shakib Al Hasan,16,2,7
SR Watson,SE Marsh,56,2,69
SW Tait,KD Karthik,37,2,32
UT Yadav,MS Dhoni,45,2,62
IC Pandey,JP Duminy,28,2,11
UT Yadav,JH Kallis,70,2,46
Z Khan,DA Warner,52,2,44
ST Jayasuriya,Mohammad Hafeez,3,2,0
Z Khan,NV Ojha,56,2,32
